video_id,paths,w x h,frames,fps,caption_movi
video3895,video3895.mp4,320_240,839.0,29.97002997002997,a conversation between lady and man
video1111,video1111.mp4,320_240,330.0,29.97002997002997,a cook is preparing a salad
video4791,video4791.mp4,320_240,275.0,25.0,a couple australians talk about adding spices into food
video5367,video5367.mp4,320_240,540.0,29.97002997002997,a family are eating sour warhead candy
video3767,video3767.mp4,320_240,300.0,25.0,a family moving a person outside a house
video3351,video3351.mp4,320_240,540.0,29.97002997002997,a egg layer is rolled out with stop sticks from a baking pan and egg mixer is poured
video4695,video4695.mp4,320_240,264.0,24.0,a doll is kicking another doll
video6231,video6231.mp4,320_240,510.0,30.0,a dog is sitting on bed
video5559,video5559.mp4,320_240,330.0,29.97002997002997,a dragon ball z character is going cameramen
video6455,video6455.mp4,320_240,420.0,30.0,a female giving commentary on various still images of celebrity
video3063,video3063.mp4,320_240,275.0,25.0,a fashion show is taking place where several models are walking down the runway wearing long white dresses
video2999,video2999.mp4,320_240,330.0,29.97002997002997,a dog is entered on the playground
video5239,video5239.mp4,320_240,330.0,29.97002997002997,a dog and puppy ad
video695,video695.mp4,320_240,360.0,29.97002997002997,a discussion how an inmate broke out of his cell
video5431,video5431.mp4,320_240,390.0,30.0,a clip of a video game involving user made characters wrestling
video3575,video3575.mp4,320_240,240.0,24.0,a clip showing two young indian men in a store
video3287,video3287.mp4,320_240,750.0,29.97002997002997,a clip of two star trek characters talking
video215,video215.mp4,320_240,510.0,29.97002997002997,a clip from a wrestling match
video1943,video1943.mp4,320_240,477.0,29.97002997002997,a clip of a man and a woman talking to each other
video5175,video5175.mp4,320_240,450.0,29.97002997002997,a competitive eater eating donuts and cakes
video3447,video3447.mp4,320_240,360.0,30.0,a compilation of sports highlights
video471,video471.mp4,320_240,540.0,29.97002997002997,a computer generated video describes facts about the planet pluto
video5847,video5847.mp4,320_240,350.0,25.0,a clip taken from a tv performance show showing people celebrating
video2199,video2199.mp4,320_240,390.0,29.97002997002997,a commentator explains what happens physiologically during athletic events
video6071,video6071.mp4,320_240,240.0,23.976023976023978,a commentator discusses a little girl with special vision
video919,video919.mp4,320_240,250.0,25.0,a comedy program on stage
video2039,video2039.mp4,320_240,312.0,23.976023976023978,a man is riding cycle above the bridge and other ways
video2775,video2775.mp4,320_240,300.0,29.97002997002997,the girl in blue dress show the new black dress and talk about that
video439,video439.mp4,320_240,624.0,23.976023976023978,a man removes noodles from boiling water with tongs and places it into a tomato sauce
video6391,video6391.mp4,320_240,432.0,23.976023976023978,a woman in a pink blouse combines mayonnaise crab and other ingredients in a light blue bowl
video4855,video4855.mp4,320_240,540.0,30.0,all food ingredients are kept in table and a person is just picking it up
video2423,video2423.mp4,320_240,375.0,25.0,a person is riding a bicycle on a mountain track he then slopes down and talks
video3511,video3511.mp4,320_240,525.0,25.0,the man carefully cross the car in the hills
video951,video951.mp4,320_240,510.0,30.0,a woman wearing a blue dress and doing yoga on a mate
video5495,video5495.mp4,320_240,840.0,29.97002997002997,an aged man is watching the kids in a park
video855,video855.mp4,320_240,360.0,29.97002997002997,some one showing the beautiful scene of the nature
video4407,video4407.mp4,320_240,390.0,29.97002997002997,a teacher performing an experiment in the class as student looks on
video1559,video1559.mp4,320_240,264.0,23.976023976023978,a movie clip of a musical video with various artists
video119,video119.mp4,320_240,336.0,23.976023976023978,a music video showing a black artist singing with many other male and female artist around
video4535,video4535.mp4,320_240,350.0,25.0,a person cooking chicken on a bowl as butter chicken
video4439,video4439.mp4,320_240,690.0,29.97002997002997,a person enters into a factory and explains a detail inspection as part of quality audit
video1207,video1207.mp4,320_240,325.0,25.0,two mens in the kitchen putting a huge hamburger patty weighing lbs on the grill
video6199,video6199.mp4,320_240,480.0,29.97002997002997,a large man in a dark sport jacket speaks directly to the camera
video4247,video4247.mp4,320_240,570.0,30.0,there is a check shirt man is standing with friends
video183,video183.mp4,320_240,420.0,30.0,there is a man in yellow is running on the road
video6039,video6039.mp4,320_240,312.0,23.976023976023978,man in blue t shirt is saying something very excitedly
video1271,video1271.mp4,320_240,600.0,29.97002997002997,a man is watching a caged monkey climb and inspect the camera
video2167,video2167.mp4,320_240,360.0,30.0,a women prepares some food and keeps it on a plate
video5975,video5975.mp4,320_240,630.0,29.97002997002997,there is a man playing with waves in a beach
video4631,video4631.mp4,320_240,300.0,30.0,a lady chef showing how to marinate the chicken and tossing all the content in the bowl with
video4119,video4119.mp4,320_240,300.0,29.97002997002997,old black and white photographs show men and a woman with a short hairstyle
video4151,video4151.mp4,320_240,525.0,25.0,a man in a gray sweater speaks about the reward circuit in the brain in front of a
video3095,video3095.mp4,320_240,780.0,30.0,the actor in films is being interviewed in the studio by a man
video2551,video2551.mp4,320_240,700.0,25.0,a man adds some curry powder to some stir fry in a wok and grabs two huge spores
video55,video55.mp4,320_240,312.0,23.976023976023978,there is a young girl is laying down in the bed
video1751,video1751.mp4,320_240,625.0,25.0,there is a factory with heavy production duties
video4023,video4023.mp4,320_240,360.0,29.97002997002997,a woman spoons cooked rice onto a serving tray garnishes with lemon wedges and adds chicken
video6295,video6295.mp4,320_240,600.0,29.97002997002997,track and field athletes run quickly around a track and over hurdles
video5111,video5111.mp4,320_240,525.0,25.0,a blonde woman in a blue shirt with pink lipstick talks about jon snow
video2231,video2231.mp4,320_240,390.0,30.0,a well reputed man is talking to the audience
video567,video567.mp4,320_240,360.0,29.97002997002997,ingredients are kept in separate bowls to prepare some food
video6423,video6423.mp4,320_240,510.0,29.97002997002997,a man in a gray suit coat talks to four other people about preparing for a golf tournament
video2903,video2903.mp4,320_240,390.0,29.97002997002997,a lizard is running and diving into a lake while a man describes the activity
video1303,video1303.mp4,320_240,255.0,14.985014985014985,two goth people standing on street talking about their looks
video2071,video2071.mp4,320_240,600.0,30.0,british roy couple leaving the hospital with their baby daughter in a suv
video6007,video6007.mp4,320_240,696.0,23.976023976023978,a man is walking down a creepy mysterious cave
video5591,video5591.mp4,320_240,390.0,29.97002997002997,in a restaurant different dishes are plated for eating
video4887,video4887.mp4,320_240,810.0,29.97002997002997,a man stands in a news office near an american flag and listens to a man speaking from
video5687,video5687.mp4,320_240,312.0,24.0,there is someone is making a dish with coil flower
video151,video151.mp4,320_240,336.0,23.976023976023978,a man with a dress and a woman are talking
video1047,video1047.mp4,320_240,432.0,23.976023976023978,the woman in the white dress standing in the paper products shop
video1815,video1815.mp4,320_240,540.0,30.0,a kid in white dress with another kid wearing boots
video3735,video3735.mp4,320_240,300.0,29.916666666666668,a man is riding a bike along with a kid they are being shot
video663,video663.mp4,320_240,450.0,29.97002997002997,a fancy blue car on the road speeding
video4663,video4663.mp4,320_240,264.0,23.976023976023978,iggy azalea raps and walks towards a cowboy holding a whip
video1399,video1399.mp4,320_240,325.0,25.0,an older italian man in a lavender shirt is showing the camera a fish and describing its availability
video2487,video2487.mp4,320_240,360.0,20.0,on a railway a man is taking a video of some riding on the railroad
video791,video791.mp4,320_240,384.0,23.976023976023978,a news commentator discusses a gigantic closet of shoes owned by kylie jenner
video887,video887.mp4,320_240,360.0,29.97002997002997,this is a video clip from the show what not to wear
video2455,video2455.mp4,320_240,300.0,25.0,all person is inside more of a file trailer
video4951,video4951.mp4,320_240,250.0,25.0,a woman wearing a pant and top dancing in the middle of the street
video5047,video5047.mp4,320_240,690.0,29.97002997002997,two men are wearing suit and tie and they re trying different foods
video2807,video2807.mp4,320_240,525.0,25.0,a man is talking about snakes while snakes are crawling around all over the place
video4279,video4279.mp4,320_240,312.0,24.0,a person wearing a black coat is speaking with a police man
video2647,video2647.mp4,320_240,600.0,23.976023976023978,john green sits next to a globe and talks about religion and sex
video631,video631.mp4,320_240,384.0,23.976023976023978,old buildings with red tiled roofs line the street on a sunny day
video2871,video2871.mp4,320_240,510.0,29.97002997002997,a man describes an animate game featuring stairs and a cross hair target
video407,video407.mp4,320_240,360.0,29.97002997002997,a teenage girl in a pink sweater and leggings walks from the porch of her home as though
video2519,video2519.mp4,320_240,525.0,25.0,a man surfs expertly on a mechanically made wave while viewers look on in awe
video2839,video2839.mp4,320_240,475.0,25.0,a woman places a variety of raw ingredients onto her table
video3927,video3927.mp4,320_240,375.0,25.0,a man in a checked shirt squats down and polishes the logo of a volkswagen car
video5527,video5527.mp4,320_240,660.0,29.97002997002997,several knights draw their swords and point it at a little person
video6743,video6743.mp4,320_240,425.0,25.0,2 players missed to put a goal in football game
video6519,video6519.mp4,320_240,450.0,29.97002997002997,a animate character are talking
video6775,video6775.mp4,320_240,336.0,24.0,a animated video about cats and meowing
video6967,video6967.mp4,320_240,330.0,29.97002997002997,a group of men are running down a race track
video6903,video6903.mp4,320_240,540.0,29.97002997002997,a foreign film with mom and kids talking about having dinner
video6999,video6999.mp4,320_240,329.0,29.97002997002997,a child is playing with an art toy
video6711,video6711.mp4,320_240,330.0,29.97002997002997,a couple sitting on a bed and a woman speaking directly to the camera discuss meeting people online
video6615,video6615.mp4,320_240,336.0,28.0,a cook using a rolling pin
video6647,video6647.mp4,320_240,390.0,30.0,a clip of someone using dropbox
video6807,video6807.mp4,320_240,300.0,25.0,a clip showing a man working on his eyebrows
video6551,video6551.mp4,320_240,275.0,25.0,a clip is shown from a talent show
video6679,video6679.mp4,320_240,330.0,29.97002997002997,a computer programming is displaying
video6583,video6583.mp4,320_240,650.0,25.0,a doubles game of tennis is being played during a competition
video6935,video6935.mp4,320_240,300.0,29.97002997002997,a woman runner is standing with her hands on her waist next to a man with a red
video6839,video6839.mp4,320_240,600.0,29.97002997002997,a man puts a baby to bed in a crib and when the lights are turned off the
video6871,video6871.mp4,320_240,504.0,23.976023976023978,a man here is explaining something by watching a laptop
video24,video24.mp4,320_240,330.0,30.0,a man is driving a car
video5848,video5848.mp4,320_240,275.0,25.0,a bit game with two characters in a clearing in a field
video1944,video1944.mp4,320_240,449.0,29.97002997002997,a tutorial on how to draw cartoons via a computer program
video5112,video5112.mp4,320_240,300.0,25.0,a 3d animation plays while a woman describes a business model
video2648,video2648.mp4,320_240,325.0,25.0,the village people are shown dancing in the streets of new york
video5176,video5176.mp4,320_240,240.0,23.976023976023978,3 guys singing and playing pop song
video3512,video3512.mp4,320_240,480.0,29.97002997002997,2 men are seated across from each other talking
video2168,video2168.mp4,320_240,570.0,29.97002997002997,a baby stroller is being displayed
video3736,video3736.mp4,320_240,330.0,29.97002997002997,a animated character is talking
video4568,video4568.mp4,320_240,275.0,25.0,a aerial view of a car moving towards army patrol
video2296,video2296.mp4,320_240,330.0,29.97002997002997,a an is holding a microphone
video4824,video4824.mp4,320_240,288.0,23.976023976023978,a animated video with an alligator on a hand
video1272,video1272.mp4,320_240,322.0,29.97002997002997,a boy does a back flip on a trampoline
video984,video984.mp4,320_240,264.0,23.976023976023978,a boy is covering his ears
video2872,video2872.mp4,320_240,288.0,24.0,a boat travels along the water
video5720,video5720.mp4,320_240,288.0,24.0,a boy and girl sing with a cartoon character
video3640,video3640.mp4,320_240,360.0,30.0,a boy and girl are talking with each other in an asian language
video5592,video5592.mp4,320_240,154.0,13.986013986013987,a boy and girl are having a kiss
video3192,video3192.mp4,320_240,479.0,29.97002997002997,a boy takes a part the battery for his toy
video3928,video3928.mp4,320_240,350.0,25.0,a boy talks about gymnastics while his friend jumps around
video6392,video6392.mp4,320_240,475.0,25.0,a boy playing a video game
video3864,video3864.mp4,320_240,325.0,25.0,a bunch of men are smiling
video6264,video6264.mp4,320_240,360.0,29.97002997002997,a bus of rats are nesting forming a rat king
video1848,video1848.mp4,320_240,325.0,25.0,a building is on fire
video568,video568.mp4,320_240,165.0,15.0,a boy is rapping while his friend is beatboxing
video4760,video4760.mp4,320_240,288.0,23.976023976023978,a boy is stock in a bucket
video5240,video5240.mp4,320_240,420.0,29.97002997002997,a baseball pitcher shows off his skills
video2776,video2776.mp4,320_240,420.0,30.0,a basketball player makes a shot
video760,video760.mp4,320_240,630.0,29.97002997002997,a basketball player is about to slam dunk
video3608,video3608.mp4,320_240,420.0,30.0,a band is performing at the concert
video216,video216.mp4,320_240,275.0,25.0,a band is performing music for an audience
video2232,video2232.mp4,320_240,264.0,23.976023976023978,a band is performing indoors
video2488,video2488.mp4,320_240,360.0,29.97002997002997,a band is performing a song on stage
video4280,video4280.mp4,320_240,330.0,29.97002997002997,a blooper reel of a lady with her skirt up
video3960,video3960.mp4,320_240,300.0,25.0,a blonde woman performs a song on stage
video152,video152.mp4,320_240,500.0,25.0,a battle scene in a movie
video6104,video6104.mp4,320_240,264.0,23.976023976023978,a behind the scenes video about the avengers filming
video3416,video3416.mp4,320_240,275.0,25.0,a group of animal in the wilderness
video3384,video3384.mp4,320_240,419.0,29.97002997002997,a group of 7 young children are singing around a table
video824,video824.mp4,320_240,300.0,29.97002997002997,a group of animated knights are attacking a siege weapon in a video game
video5816,video5816.mp4,320_240,288.0,23.976023976023978,a group of men in a store
video5496,video5496.mp4,320_240,300.0,29.97002997002997,a group of men talking around a airplane
video2616,video2616.mp4,320_240,360.0,29.97002997002997,a group of kids standing in front of a screen
video5048,video5048.mp4,320_240,900.0,29.97002997002997,a girl is talking about something
video1464,video1464.mp4,320_240,330.0,29.97002997002997,a guy drives down the streets of japan in a scooter
video6136,video6136.mp4,320_240,900.0,30.0,a guy explaining about a car interior
video1208,video1208.mp4,320_240,420.0,30.0,a guy playing a video game in an open field
video632,video632.mp4,320_240,275.0,25.0,a group of people being suspended in the air
video5528,video5528.mp4,320_240,600.0,30.0,a group of whales are in the water
video3064,video3064.mp4,320_240,420.0,29.97002997002997,a group of people talking about makeup
video664,video664.mp4,320_240,480.0,30.0,a gamer demonstrating how to play a video game
video2552,video2552.mp4,320_240,300.0,25.0,a few men performing a comedy act in front of a laughing audience
video3544,video3544.mp4,320_240,360.0,29.97002997002997,a fighter is lifting his opponent in wrestling match
video1784,video1784.mp4,320_240,264.0,23.976023976023978,a film trailer
video6424,video6424.mp4,320_240,360.0,29.97002997002997,a girl is applying makeup on her face
video3672,video3672.mp4,320_240,264.0,23.976023976023978,a girl is texting while in bed
video5464,video5464.mp4,320_240,330.0,29.97002997002997,a girl is playing with a doll
video6008,video6008.mp4,320_240,288.0,23.976023976023978,a girl and boy speaking in mobile and expressing their love
video4408,video4408.mp4,320_240,288.0,23.976023976023978,a girl checking baby seater
video3000,video3000.mp4,320_240,420.0,29.97002997002997,a gamer is talking about a fatality in mortal kombat
video728,video728.mp4,320_240,840.0,29.97002997002997,a german news station interviewing a man
video3832,video3832.mp4,320_240,250.0,25.0,a german man speaks about a subject in detail
video2392,video2392.mp4,320_240,479.0,29.97002997002997,a gentle woman talking about her experience
video6488,video6488.mp4,320_240,330.0,29.97002997002997,a man is singing
video1336,video1336.mp4,320_240,330.0,29.97002997002997,a man is shooting
video4440,video4440.mp4,320_240,330.0,29.97002997002997,a man is standing next to a pool
video2936,video2936.mp4,320_240,360.0,29.97002997002997,a man is riding a tall tricycle with a huge truck tire on the front
video4632,video4632.mp4,320_240,408.0,23.976023976023978,a man is giving a lecture
video2456,video2456.mp4,320_240,240.0,15.0,a man is giving an interview
video4696,video4696.mp4,320_240,480.0,29.97002997002997,a man folds a red piece of paper
video2360,video2360.mp4,320_240,690.0,29.97002997002997,a tiny machine is catapulting a ball up in the air
video2840,video2840.mp4,320_240,264.0,23.976023976023978,a superhero fights another superhero in a movie
video1880,video1880.mp4,320_240,384.0,24.0,a man playing video games
video88,video88.mp4,320_240,264.0,23.976023976023978,a person adds chemical ingredients into a bottle of juice
video5656,video5656.mp4,320_240,552.0,23.976023976023978,a lady is explaining about shark
video856,video856.mp4,320_240,725.0,25.0,a lady is describing about the vegetarian food type people
video5432,video5432.mp4,320_240,330.0,29.97002997002997,a kid playing the piano
video5944,video5944.mp4,320_240,389.0,29.916666666666668,a woman demonstrates how to use a baby stroller
video5272,video5272.mp4,320_240,360.0,30.0,a lion yawning and monkeys holding hands
video792,video792.mp4,320_240,390.0,29.97002997002997,a major speaks about the security at mall of america
video344,video344.mp4,320_240,570.0,29.97002997002997,a lyric video for a song
video5336,video5336.mp4,320_240,330.0,30.0,a loge star wars wedding takes place
video1144,video1144.mp4,320_240,390.0,29.97002997002997,a guy talks about machine parts
video6456,video6456.mp4,320_240,450.0,29.97002997002997,a guy smacks a ping pong ball into the flame of a candle
video504,video504.mp4,320_240,510.0,30.0,a guy talking about his gun
video1752,video1752.mp4,320_240,300.0,29.97002997002997,a home repair specialist is in a home
video600,video600.mp4,320_240,420.0,30.0,a home recording of a wrestling match
video120,video120.mp4,320_240,420.0,29.97002997002997,a man describes the features of a white sports car
video1240,video1240.mp4,320_240,360.0,23.976023976023978,a man describes packaging for apples
video3352,video3352.mp4,320_240,325.0,25.0,a man doing some repair work
video3032,video3032.mp4,320_240,288.0,23.976023976023978,a man and a woman are talking in a clip from a movie
video5784,video5784.mp4,320_240,540.0,29.97002997002997,a man cooking food
video2744,video2744.mp4,320_240,288.0,23.976023976023978,a man attempts to makes eggs and does a messy job of it
video3320,video3320.mp4,320_240,390.0,29.97002997002997,a caterpillar eating a leaf
video4856,video4856.mp4,320_240,750.0,29.97002997002997,a celebrity doing an interview
video3096,video3096.mp4,320_240,420.0,29.97002997002997,a character is holding a gun in a game
video6232,video6232.mp4,320_240,400.0,25.0,a chef is frustrated with the performance of staff
video1720,video1720.mp4,320_240,360.0,30.0,a character with a blue sword is knocking over everyone else
video184,video184.mp4,320_240,480.0,29.97002997002997,a cat and a dog are playing
video6200,video6200.mp4,320_240,330.0,30.0,a cartoon of women dancing
video3160,video3160.mp4,320_240,330.0,30.0,a clip from a football match
video6072,video6072.mp4,320_240,624.0,23.976023976023978,a clip from a movie is playing
video5560,video5560.mp4,320_240,390.0,29.97002997002997,a clip from a movie
video1176,video1176.mp4,320_240,660.0,29.97002997002997,a chemical reaction occurs
video3256,video3256.mp4,320_240,540.0,29.97002997002997,a chef puts lemons in the microwave
video4952,video4952.mp4,320_240,275.0,25.0,a child singing for the show the voice
video3480,video3480.mp4,320_240,250.0,25.0,a car drives along a track
video1432,video1432.mp4,320_240,360.0,29.97002997002997,a car driving on a road
video5880,video5880.mp4,320_240,250.0,25.0,a candy bar is shown
video5624,video5624.mp4,320_240,390.0,29.97002997002997,a car is being showcased
video2904,video2904.mp4,320_240,510.0,29.97002997002997,a car is being displayed
video4312,video4312.mp4,320_240,390.0,29.97002997002997,a can of paint is watching an umbrella twirl
video2008,video2008.mp4,320_240,250.0,25.0,a bunch of people are doing odd things in various locations such as posing behind a mannequin s
video5688,video5688.mp4,320_240,288.0,23.976023976023978,a bunch of people doing the stanky leg
video4216,video4216.mp4,320_240,350.0,29.145,a cartoon character is talking to a boy
video1976,video1976.mp4,320_240,360.0,29.97002997002997,a cartoon farmer speaks to a cartoon super hero
video376,video376.mp4,320_240,360.0,23.976023976023978,a cartoon dog speaks with a cartoon chicken
video536,video536.mp4,320_240,330.0,29.97002997002997,a cartoon clip about body swapping
video5080,video5080.mp4,320_240,839.0,29.97002997002997,a cartoon clip showcasing a starfish
video4664,video4664.mp4,320_240,509.0,29.916666666666668,a cartoon character gets hit with pots and pans
video2520,video2520.mp4,320_240,330.0,29.97002997002997,a cartoon about a boy
video1912,video1912.mp4,320_240,264.0,24.0,a cartoon about dragons
video4600,video4600.mp4,320_240,628.0,29.891008174386922,a cartoon character and another cartoon character dance together
video1368,video1368.mp4,320_240,480.0,29.97002997002997,a cartoon animal is running around
video56,video56.mp4,320_240,540.0,29.97002997002997,a cover of the song this little light of mine plays over landscape images
video3896,video3896.mp4,320_240,330.0,29.97002997002997,a couple walks through a tomb at a halloween attraction
video1400,video1400.mp4,320_240,330.0,29.97002997002997,a creature is coming out of a man s body
video4504,video4504.mp4,320_240,480.0,29.97002997002997,a crowd applauds a woman for winning a karaoke contest
video5304,video5304.mp4,320_240,750.0,29.97002997002997,a crowd cheering during a soccer game
video2104,video2104.mp4,320_240,288.0,23.976023976023978,a cooking demonstration and tutorial provided by two young females
video2968,video2968.mp4,320_240,384.0,24.0,a couple are having sex
video2712,video2712.mp4,320_240,384.0,23.976023976023978,a couple enjoying time together on the beach side
video1304,video1304.mp4,320_240,336.0,23.976023976023978,a english film is on the screen
video4376,video4376.mp4,320_240,330.0,30.0,a demonstration for minecraft
video3576,video3576.mp4,320_240,275.0,25.0,a doctor is squeezing something gross
video4152,video4152.mp4,320_240,575.0,25.0,a dog dressed as a human being eating
video1080,video1080.mp4,320_240,275.0,25.0,a clip showing someone smashing sandwiches
video4344,video4344.mp4,320_240,420.0,29.97002997002997,a clip of two video games fighting on the mortal kombat video game
video4920,video4920.mp4,320_240,480.0,23.976023976023978,a clip of the movie men in black outtakes
video2584,video2584.mp4,320_240,360.0,29.97002997002997,a clip from sportscenter
video696,video696.mp4,320_240,480.0,29.97002997002997,a commercial for a store
video2136,video2136.mp4,320_240,420.0,29.97002997002997,a computer screen is shown
video1624,video1624.mp4,320_240,300.0,30.0,a close up of somebody solving a rubik s cube
video1016,video1016.mp4,320_240,475.0,25.0,a clip telling how to start a fire
video6168,video6168.mp4,320_240,300.0,29.97002997002997,a commentary on clinton and rubio
video6328,video6328.mp4,320_240,300.0,29.97002997002997,a comedy of stuff animals playing music
video5016,video5016.mp4,320_240,275.0,25.0,an indian movie a woman is outside feeling rain drops furring a storm
video248,video248.mp4,320_240,300.0,29.97002997002997,in the midst of a lot of people in a room a man in a suite is talking
video888,video888.mp4,320_240,360.0,29.97002997002997,a woman had made some sort of dough and is wrapping if prior to refrigeration
video4728,video4728.mp4,320_240,540.0,30.0,a man in pink dancing in front of a shop
video4024,video4024.mp4,320_240,300.0,29.97002997002997,there are many cycles parked in a road side
video1496,video1496.mp4,320_240,288.0,23.976023976023978,a girl is wearing a blue coat a bright red collar and hat
video1656,video1656.mp4,320_240,540.0,29.97002997002997,a man talking about how to hold a baseball
video4888,video4888.mp4,320_240,300.0,29.97002997002997,a monkey is given a cloth and a price of soap it licks the soap
video280,video280.mp4,320_240,264.0,23.976023976023978,an animated man in a lab coat picks up a match sticks and stands next to a game
video2040,video2040.mp4,320_240,840.0,29.97002997002997,two men commenting on sports the man of the left is wearing a yankees hat
video5368,video5368.mp4,320_240,400.0,25.0,there are two ladies playing foot ball and one missed the ball
video1560,video1560.mp4,320_240,569.0,29.916666666666668,a man is talking then a woman reads out the words displayed on screen
video4056,video4056.mp4,320_240,312.0,24.0,a women in blue dress is advertising some product
video5912,video5912.mp4,320_240,425.0,25.0,a laser factory in china is showcased in great detail
video4088,video4088.mp4,320_240,840.0,29.97002997002997,slideshow of pictures of mountains and landscapes with graphic text that has descriptive words of the scenery
video3704,video3704.mp4,320_240,325.0,25.0,a lady sitting on the horse s back and riding it in the stable
video2680,video2680.mp4,320_240,750.0,30.0,women with dark blond hair looking in the mirror playing with her hair discussing her hair style
video1592,video1592.mp4,320_240,690.0,30.0,a boy confronts his brown and white dog with trash that he tore up
video2200,video2200.mp4,320_240,510.0,29.97002997002997,there is woman with curly hair is talking from a room
video6296,video6296.mp4,320_240,630.0,29.97002997002997,a young girl with dark layered hair glasses and braces is talking to the camera while wearing a
video4536,video4536.mp4,320_240,264.0,23.976023976023978,some one showing the movie clips on t
video312,video312.mp4,320_240,400.0,25.0,a car revs its engines and runs its lights before quickly taking off down the street
video5976,video5976.mp4,320_240,408.0,23.976023976023978,there is a man with a pen talking from a room
video3224,video3224.mp4,320_240,725.0,25.0,a purple racing car is trying to take the lead in the race
video1528,video1528.mp4,320_240,300.0,29.97002997002997,there is a man making a dish with medium heated pan
video1816,video1816.mp4,320_240,330.0,29.97002997002997,a person shows the preparation of south indian chapathi
video408,video408.mp4,320_240,432.0,24.0,a man shows blue gloves and blue tape and some plastic bottles kept in table
video4120,video4120.mp4,320_240,648.0,23.976023976023978,a man talks about sports while he sits in a chair men in uniform run on a field
video2328,video2328.mp4,320_240,300.0,25.0,there are something showing on the screen differently
video472,video472.mp4,320_240,540.0,29.97002997002997,a brown horse puts his head over the fence while a woman in a purple shirt pets him
video3800,video3800.mp4,320_240,750.0,29.97002997002997,in a room someone describes the quality of a hotel room
video4184,video4184.mp4,320_240,300.0,29.97002997002997,there is a train is parking in the track and other vehicles are moving
video6360,video6360.mp4,320_240,390.0,30.0,a man stirs octopus onions and other food in a silver pot with a spoon
video2808,video2808.mp4,320_240,288.0,23.976023976023978,a woman reads words from a blue screen including data analysis algorithms and computer science
video1048,video1048.mp4,320_240,540.0,30.0,a woman wearing some different kind of dress doing some action
video4472,video4472.mp4,320_240,300.0,25.0,a woman adds a lumpy white liquid from a glass bowl into a red plastic bowl filled with
video1688,video1688.mp4,320_240,360.0,23.976023976023978,a long bridges spans a sparkling waterway in front of a city where two men stand
video1112,video1112.mp4,320_240,330.0,29.97,a man putting a gummy worm as bate on his fishing hook
video4984,video4984.mp4,320_240,675.0,25.0,news report talking about financial crisis caused the the introduction of the euro
video5208,video5208.mp4,320_240,690.0,29.97002997002997,in a basketball court players are trying to put the ball through a hoop
video5144,video5144.mp4,320_240,480.0,29.97002997002997,a man is talking about how to measure swing rate
video3288,video3288.mp4,320_240,510.0,29.97002997002997,an athlete is practicing hurdles sprinting
video2264,video2264.mp4,320_240,330.0,30.0,a man shows his computer desktop with many icons and a beach colored wallpaper
video3768,video3768.mp4,320_240,540.0,29.97002997002997,people are working in an office and a man is discussing the need for useful software but not
video4248,video4248.mp4,320_240,625.0,25.0,there is a man with cooling glass is talking from a party
video3992,video3992.mp4,320_240,264.0,23.976023976023978,a women is applying make up to another women
video3128,video3128.mp4,320_240,180.0,14.985014985014985,avril lavigne walks with a man in a black leather jacket and strokes his face
video6040,video6040.mp4,320_240,390.0,29.97002997002997,there is a cute woman is smiling from a room
video440,video440.mp4,320_240,330.0,29.97002997002997,a brown haired girl is twisting her hair and talking about keeping it tight
video4792,video4792.mp4,320_240,288.0,23.976023976023978,a woman sits on a couch holding a glass of white wine
video920,video920.mp4,320_240,330.0,29.97002997002997,a person shows how to fix the nipple of a bottle to feed a puppy
video2424,video2424.mp4,320_240,660.0,29.97002997002997,a girl looking into a camera and applying lipgloss while a voice over of her talking about the
video2072,video2072.mp4,320_240,810.0,29.97002997002997,its a big green color forest and a mountains
video5752,video5752.mp4,320_240,420.0,29.97002997002997,this area is an tourist spot which is having cottages in hill area separately and closely with a
video3448,video3448.mp4,320_240,360.0,24.0,a music video from the rib artist rihanna
video5400,video5400.mp4,320_240,550.0,25.0,two men in scuba gear swim underwater near barnacle covered reefs
video952,video952.mp4,320_240,312.0,23.976023976023978,a lot of old people dresses in a particular native costumes
video6968,video6968.mp4,320_240,810.0,29.97002997002997,a girl is throwing away folded clothes
video6936,video6936.mp4,320_240,240.0,23.976023976023978,a black female gymnast does a series of perfect flips
video6616,video6616.mp4,320_240,240.0,23.976023976023978,a game is being played
video6744,video6744.mp4,320_240,360.0,30.0,a man is on a game show
video6808,video6808.mp4,320_240,264.0,23.976023976023978,a man cooking and teaching how to cook
video6776,video6776.mp4,320_240,450.0,29.97002997002997,a clip from a movie of angelina jolie
video7000,video7000.mp4,320_240,375.0,25.0,a doctor sets up prosthetics on a patient
video6712,video6712.mp4,320_240,420.0,29.97002997002997,a clip from an nfl game of a receiver making a catch
video6904,video6904.mp4,320_240,504.0,23.976023976023978,a movie scene in new york city an ambulance crashed into a car
video6680,video6680.mp4,320_240,570.0,29.97002997002997,a monkey and its baby eat leaves from a tree branch while sitting on rock
video6840,video6840.mp4,320_240,840.0,29.97002997002997,a woman in pink tries to make the most out of a nature trail
video6520,video6520.mp4,320_240,420.0,30.0,a female athlete speeds down a track and jumps into the air
video6872,video6872.mp4,320_240,425.0,25.0,a military man with face coverings is talking about the islam state
video6648,video6648.mp4,320_240,420.0,29.97002997002997,there is a woman in red is walking out of the ramp
